SPEC_CODE,C,O,F,Genus,Species,Subspecies,Common.Specific.1,Common.General.1,Taxa
CHLN,R,SA,CZ,CALUMMA,LINOTA, ,MAROANTSETRA,CHAMELEON,REPTILE
CHLO,R,TE,CB,CHELODINA,LONGICOLLIS, ,COMMON SNAKE NECK,TURTLE,REPTILE
CHLT,R,SA,CZ,CHAMAELEO,LATERISPINIS, ,SPINE-SIDED,CHAMELEON,REPTILE
CHLV,R,SA,CZ,CHAMAELEO,LAEVIGATUS, ,SMOOTH,CHAMELEON,REPTILE
CHLV,R,SA,CZ,CHAMAELEO,SENEGALENSIS,LAEVIGATUS,CHAMAELEO,LAEVIGATUS,REPTILE
CHMB,R,SA,CZ,CHAMAELEO,MARSABITENSIS, ,TILBURY'S,CHAMELEON,REPTILE
CHMC,R,TE,CB,CHELODINA,MCCORDI, ,MCCORD'S SNAKENECK,TURTLE,REPTILE
CHMG,R,TE,EY,CHINEMYS,MEGALOCEPHALA,,BROAD-HEADED POND,TURTLE,REPTILE
CHMH,R,SA,CZ,CHAMAELEO,HARENNAE,,BALE MTS HEATHER,CHAMELEON,REPTILE
CHMI,R,SA,CZ,FURCIFER,MINOR, ,SOUTHCENTRAL,CHAMELEON,REPTILE
CHMI,R,SA,CZ,CHAMAELEO,MINOR, ,FURCIFER,MINOR,REPTILE
CHML,R,SA,CZ,CHAMAELEO,MALTHE, ,CALUMMA,MALTHE,REPTILE
CHML,R,SA,CZ,CALUMMA,MALTHE, ,YELLOW-GREEN,CHAMELEON,REPTILE
CHMN,R,SA,CZ,FURCIFER,MONOCERAS, ,ONE-HORNED,CHAMELEON,REPTILE
CHMN,R,SA,CZ,CHAMAELEO,MONOCERAS, ,FURCIFER,MONOCERAS,REPTILE
CHMO,R,SA,CZ,CHAMAELEO,MONACHUS, ,SOCOTRA,CHAMELEON,REPTILE
CHMR,R,SA,CZ,CHAMAELEO,MARSHALLI, ,SHORT-TAILED DWARF,CHAMELEON,REPTILE
CHMR,R,SA,CZ,RHAMPHOLEON,MARSHALLI, ,CHAMAELEO,MARSHALLI,REPTILE
CHMT,R,SA,CZ,CHAMAELEO,MONTIUM, ,MOUNTAIN,CHAMELEON,REPTILE
CHMY,R,TE,CL,CHELONIA,MYDAS,,GREEN,SEA TURTLE,REPTILE
CHNA,R,SA,CZ,CHAMAELEO,NAMAQUENSIS, ,NAMAQUA,CHAMELEON,REPTILE
CHNC,R,SA,CZ,CHAMAELEO,ANCHIETAE, ,ANGOLA,CHAMELEON,REPTILE
CHNE,R,TE,EY,CHRYSEMYS,NELSONI, ,PAINTED,TURTLE,REPTILE
CHNG,R,SA,CZ,FURCIFER,ANGELI, ,ANGEL'S,CHAMELEON,REPTILE
CHNG,R,SA,CZ,CHAMAELEO,ANGELI, ,FURCIFER,ANGELI,REPTILE
CHNS,R,SA,CZ,CALUMMA,NASUTA, ,BIGNOSE,CHAMELEON,REPTILE
CHNS,R,SA,CZ,CHAMAELEO,NASUTUS, ,CALUMMA,NASUTA,REPTILE
CHNT,R,SA,CZ,CHAMAELEO,ANTIMENA, ,FURCIFER,ANTIMENA,REPTILE
CHNT,R,SA,CZ,FURCIFER,ANTIMENA, ,WHITE-LINED,CHAMELEON,REPTILE
CHOA,R,SE,VI,CROTALUS,HORRIDUS,ATRICAUDATUS,CANEBRAKE,RATTLESNAKE,REPTILE
CHOB,R,TE,CB,CHELODINA,OBLONGA, ,NRW BREAST SN NECK,TURTLE,REPTILE
CHOC,R,SA,SC,CHALCIDES,OCELLATUS, ,CYLINDRICAL,SKINK,REPTILE
CHOR,R,SE,CS,CHRYSOPELEA,ORNATA, ,GOLDEN TREE,SNAKE,REPTILE
CHOS,R,SA,CZ,CALUMMA,OSHAUGHNESSYI, ,O'SHAUGHNESSY'S,CHAMELEON,REPTILE
CHOS,R,SA,CZ,CHAMAELEO,OSHAUGHNESSYI, ,CALUMMA,OSHAUGHNESSYI,REPTILE
CHOU,R,SA,CZ,CHAMAELEO,OUSTALETI, ,FURCIFER,OUSTALETI,REPTILE
CHOU,R,SA,CZ,FURCIFER,OUSTALETI, ,OUSTALET'S GIANT,CHAMELEON,REPTILE
CHOW,R,SA,CZ,CHAMAELEO,OWENI, ,OWENS THREE-HORNED,CHAMELEON,REPTILE
CHPA,R,SA,CZ,FURCIFER,PARDALIS, ,PANTHER,CHAMELEON,REPTILE
CHPA,R,SA,CZ,CHAMAELEO,GUENTHERI, ,FURCIFER,PARDALIS,REPTILE
CHPA,R,SA,CZ,CHAMAELEO,PARDALIS, ,FURCIFER,PARDALIS,REPTILE
CHPE,R,SA,CZ,CHAMAELEO,PEYRIERESI, ,CALUMMA,PEYRIERESI,REPTILE
CHPE,R,SA,CZ,CALUMMA,PEYRIERESI, ,BRYGOO'S,CHAMELEON,REPTILE
CHPF,R,SA,CZ,CHAMAELEO,PFEFFERI, ,PFEFFER'S,CHAMELEON,REPTILE
CHPO,R,SA,CZ,FURCIFER,POLLENI, ,MAYOTTE ISLAND,CHAMELEON,REPTILE
CHPO,R,SA,CZ,CHAMAELEO,POLLENI, ,FURCIFER,POLLENI,REPTILE
CHPU,R,SA,CZ,BRADYPODION,PUMILUM, ,VARIEGATED DWARF,CHAMELEON,REPTILE
CHPU,R,SA,CZ,CHAMAELEO,PUMILIS, ,BRADYPODION,PUMILUM,REPTILE
CHQI,R,SA,CZ,CHAMAELEO,QUILENSIS, ,BOCAGE'S,CHAMELEON,REPTILE
CHQU,R,SA,CZ,CHAMAELEO,QUADRICORNIS, ,FOUR-HORNED,CHAMELEON,REPTILE
CHRC,R,TE,EY,CHRYSEMYS,CONCINNA, ,RIVER,COOTER,REPTILE
CHRE,R,TE,EY,CHINEMYS,REEVESII, ,REEVES',TURTLE,REPTILE
CHRG,R,SA,GK,CHRISTINUS,GUENTHERI, ,GUENTHER'S ISLAND,GECKO,REPTILE
CHRH,R,SA,CZ,FURCIFER,RHINOCERATUS, ,RHINOCEROS,CHAMELEON,REPTILE
CHRH,R,SA,CZ,CHAMAELEO,RHINOCERATUS, ,FURCIFER,RHINOCERATUS,REPTILE
CHRL,R,SA,CZ,CHAMAELEO,RUSPOLII, ,RUSPOLI'S,CHAMELEON,REPTILE
CHRL,R,SA,CZ,CHAMAELEO,DILEPIS,RUSPOLII,CHAMAELEO,RUSPOLII,REPTILE
CHRP,R,TE,EY,CHRYSEMYS,PICTA, ,PAINTED,TURTLE,REPTILE
CHRP,R,TE,EY,CHRYSEMYS,BELLII,,CHRYSEMYS,PICTA,REPTILE
CHRS,R,TE,EY,CHRYSEMYS,SCRIPTA,,TRACHEMYS,SCRIPTA,REPTILE
CHRS,R,TE,EY,PSEUDEMYS,SCRIPTA,,TRACHEMYS,SCRIPTA,REPTILE
CHRS,R,TE,EY,TRACHEMYS,SCRIPTA,ELEGANS,RED-EARED,SLIDER,REPTILE
CHRU,R,SA,CZ,CHAMAELEO,RUDIS, ,RUWENZORI S-STRIPE,CHAMELEON,REPTILE
CHRY,R,TE,EY,CHRYSEMYS,SPECIES, ,PAINTED,TURTLE,REPTILE
CHSC,R,SA,CZ,CHAMAELEO,RUDIS,SCHOUTEDENI,CHAMAELEO,SCHOUTEDENI,REPTILE
CHSC,R,SA,CZ,CHAMAELEO,SCHOUTEDENI, ,SCHOUTEDEN'S,CHAMELEON,REPTILE
CHSE,R,TE,CH,CHELYDRA,SERPENTINA, ,COMMON SNAPPING,TURTLE,REPTILE
CHSE,R,TE,CH,CHELYDRA,OSCEOLA, ,CHELYDRA,SERPENTINA,REPTILE
CHTE,R,SA,CZ,CHAMAELEO,TEMPELI, ,TUBERCLE-NOSED,CHAMELEON,REPTILE
CHTI,R,SA,CZ,CALUMMA,TIGRIS, ,TIGER,CHAMELEON,REPTILE
CHTI,R,SA,CZ,CHAMAELEO,TIGRIS, ,CALUMMA,TIGRIS,REPTILE
CHTN,R,SA,CZ,CHAMAELEO,TENUIS, ,BRADYPODION,TENUE,REPTILE
CHTN,R,SA,CZ,BRADYPODION,TENUE, ,USAMBARA SOFT-HORN,CHAMELEON,REPTILE
CHTS,R,SA,CZ,CALUMMA,TSARATANANENSIS, ,TSARATANAN,CHAMELEON,REPTILE
CHTS,R,SA,CZ,CHAMAELEO,TSARATANANENSIS, ,CALUMMA,TSARATANANENSIS,REPTILE
CHTU,R,SA,CZ,CHAMAELEO,TUZETAE, ,FURCIFER,TUZETAE,REPTILE
CHTU,R,SA,CZ,FURCIFER,TUZETAE, ,AMBIKY,CHAMELEON,REPTILE
CHVE,R,SA,CZ,FURCIFER,VERRUCOSUS, ,MADAGASCAR GIANT,CHAMELEON,REPTILE
CHVE,R,SA,CZ,CHAMAELEO,VERRUCOSUS, ,FURCIFER,VERRUCOSUS,REPTILE
CHVI,R,SE,PY,CHONDROPYTHON,VIRIDIS, ,MORELIA,VIRIDIS,REPTILE
CHVI,R,SE,PY,MORELIA,VIRIDIS, ,GREEN TREE,PYTHON,REPTILE
CHVN,R,TE,TN,CHITRA,VANDIJKI,,VAN DIJK'S,CHITRA,REPTILE
CHWD,R,SA,CZ,CHAMAELEO,WIEDERSHEIMI, ,MOUNT LEFO,CHAMELEON,REPTILE
CHWE,R,SA,CZ,CHAMAELEO,WERNERI, ,UZUNGWE 3-HORNED,CHAMELEON,REPTILE
CHWL,R,SA,CZ,CHAMAELEO,WILLSII, ,FURCIFER,WILLSII,REPTILE
CHWL,R,SA,CZ,FURCIFER,WILLSII, ,CANOPY,CHAMELEON,REPTILE
CHXE,R,SA,CZ,BRADYPODION,XENORHINUM, ,SINGLE WELDED-HORN,CHAMELEON,REPTILE
CHXE,R,SA,CZ,CHAMAELEO,XENORHINUM, ,BRADYPODION,XENORHINUM,REPTILE
CHZE,R,SA,CZ,CHAMAELEO,ZEYLANICUS, ,INDIAN,CHAMELEON,REPTILE
CHZE,R,SA,CZ,CHAMAELEO,CHAMAELEON,ZEYLANICUS,CHAMAELEO,ZEYLANICUS,REPTILE
CIMK,R,SA,CX,CORDYLUS,IMKAE,,ROOIBERG GIRDLED,LIZARD,REPTILE
CINC,R,SA,CZ,CHAMAELEO,INCORNUTUS, ,UKINGA HORNLESS,CHAMELEON,REPTILE
CINS,R,SA,IG,CROTAPHYTUS,INSULARIS,,DESERT COLLARED,LIZARD,REPTILE
CISL,R,SA,IG,CROTAPHYTUS,INSULARIS,,BLACK-COLLARED,LIZARD,REPTILE
CJOH,R,SA,CZ,CHAMAELEO,JOHNSTONI, ,RUWENZORI 3-HORNED,CHAMELEON,REPTILE
CJON,R,SA,CX,CORDYLUS,JONESII,,LIMPOPO GIRDLED,LIZARD,REPTILE
CJON,R,SA,CX,ZONURUS,JONESII,,CORDYLUS,JONESII,REPTILE
CLAG,R,TE,KI,CLAUDIUS,ANGUSTATUS,,NARROW-BRIDGE MUSK,TURTLE,REPTILE
CLAT,R,CD,AL,CAIMAN,LATIROSTRIS, ,BROAD-SNOUTED,CAIMAN,REPTILE
CLAW,R,SA,CX,CORDYLUS,LAWRENCI, ,LAWRENCE'S GIRDLED,LIZARD,REPTILE
CLAW,R,SA,CX,CORDYLUS,CORDYLUS,LAWRENCI,CORDYLUS,LAWRENCI,REPTILE
CLAW,R,SA,CX,ZONURUS,LAWRENCI,,CORDYLUS,LAWRENCI,REPTILE
CLC?,R,SA,SC,CHALCIDES,SPECIES, ,CYLINDRICAL,SKINK,REPTILE
CLEM,R,TE,EY,CLEMMYS,SPECIES, ,POND,TURTLE,REPTILE
CLGU,R,TE,EY,CLEMMYS,GUTTATA, ,SPOTTED,TURTLE,REPTILE
CLIN,R,TE,EY,CLEMMYS,INSCULPTA, ,WOOD,TURTLE,REPTILE
CLMA,R,TE,EY,CLEMMYS,MARMORATA, ,PACIFIC POND,TURTLE,REPTILE
CLMC,R,SA,TD,CALLOPISTES,MACULATUS, ,SPOTTED FALSE,MONITOR,REPTILE
CLMU,R,TE,EY,CLEMMYS,MUHLENBERGI, ,BOG,TURTLE,REPTILE
CLMU,R,TE,EY,CLEMMYS,MUHLENBERGII, ,CLEMMYS,MUHLENBERGI,REPTILE
CLR?,R,SE,CS,COLUBER,SPECIES, ,COMMON,RACER,REPTILE
CLX?,R,SA,GK,COLEONYX,SPECIES, ,BANDED,GECKO,REPTILE
CMAC,R,SA,CX,CORDYLUS,MACROPHOLIS, ,LRG-SCALED GIRDLED,LIZARD,REPTILE
CMAC,R,SA,CX,ZONURUS,MACROPHOLIS,,CORDYLUS,MACROPHOLIS,REPTILE
CMCH,R,SA,CX,CORDYLUS,MACHADOI,,MACHADO'S GIRDLED,LIZARD,REPTILE
CMCH,R,SA,CX,CORDYLUS,VITTIFER,MACHADOI,CORDYLUS,MACHADOI,REPTILE
CMDG,R,SA,IG,CHALARODON,MADAGASCARIENSIS,,MADAGASCAR,IGUANA,REPTILE
CMEL,R,SA,CZ,CHAMAELEO,MELLERI, ,GIANT ONE-HORNED,CHAMELEON,REPTILE
CMIM,R,SE,VI,CROTALUS,MITCHELLII,MUERTENSIS,EL MUERTO ISL SPEC,RATTLESNAKE,REPTILE
CMIN,R,SA,CX,CORDYLUS,MINOR, ,DWARF GIRDLED,LIZARD,REPTILE
CMIN,R,SA,CX,CORDYLUS,CORDYLUS,MINOR,CORDYLUS,MINOR,REPTILE
CMLA,R,SA,CZ,BRADYPODION,MLANJENSIS, ,MLANJE MOUNTAIN,CHAMELEON,REPTILE
CMLA,R,SA,CZ,CHAMAELEO,MLANJENSIS, ,BRADYPODION,MLANJENSIS,REPTILE
CMOE,R,SE,VI,CROTALUS,MOLOSUS,ESTEBANENSIS,SAN ESTEBAN ISLAND,RATTLESNAKE,REPTILE
CMOM,R,SE,VI,CROTALUS,MOLOSUS,MOLUSUS,N. BLACK-TAILED,RATTLESNAKE,REPTILE
CMOU,R,TE,EY,PYXIDEA,MOUHOTII, ,KEELED BOX,TURTLE,REPTILE
CMR?,R,SE,CS,CALAMARIA,SPECIES, ,DWARF,SNAKE,REPTILE
CMRJ,R,SA,CZ,CALUMMA,MAROJEZENSIS,,,CHAMELEON,REPTILE
CMRJ,R,SA,CZ,CALUMMA,GASTROTAENIA,MAROJEZENSIS,CALUMMA,MAROJEZENSIS,REPTILE
CMRM,R,SA,GK,CHRISTINUS,MARMORATUS, ,MARBLED,GECKO,REPTILE
CMSS,R,SA,CX,CORDYLUS,MOSSAMBICUS,,GORONGOSA GIRDLED,LIZARD,REPTILE
CMSS,R,SA,CX,CORDYLUS,WARRENI,MOSSAMBICUS,CORDYLUS,MOSSAMBICUS,REPTILE
CMUL,R,SE,CS,CHIRONIUS,MULTIVENTRIS,,SOUTH AMERICAN,SIPO,REPTILE
CNAF,R,SA,GK,CNEMASPIS,AFRICANA,,AFRICAN,GECKO,REPTILE
CNDE,R,SA,TD,CNEMIDOPHORUS,DEPPEI,,BLACKBELLY,RACERUNNER,REPTILE
CNEB,R,SA,CX,CORDYLUS,NEBULOSUS,,DWARF CRAG,LIZARD,REPTILE
CNEB,R,SA,CX,PSEUDOCORDYLUS,NEBULOSUS,,CORDYLUS,NEBULOSUS,REPTILE
CNEK,R,SA,GK,CNEMASPIS,KENDALLI,,KENDALL'S,GECKO,REPTILE
CNEM,R,SA,TD,CNEMIDOPHORUS,SPECIES, ,WHIPTAIL,LIZARD,REPTILE
CNEV,R,SE,CS,CRISANTOPHIS,NEVERMANNI,,DUNN'S ROAD,GUARDER,REPTILE
CNGI,R,TE,EY,CHINEMYS,NIGRICANS,,REDNECK POND,TURTLE,REPTILE
CNGU,R,SA,TD,CNEMIDOPHORUS,GULARIS,,TEXAS SPOT WHIPTL,LIZARD,REPTILE
CNHY,R,SA,TD,CNEMIDOPHORUS,HYPERYTHRUS, ,ORNG-THROAT WHIPTL,LIZARD,REPTILE
CNIG,R,SA,CX,CORDYLUS,NIGER, ,BLACK GIRDLED,LIZARD,REPTILE
CNIG,R,SA,CX,CORDYLUS,CORDYLUS,NIGER,CORDYLUS,NIGER,REPTILE
CNIG,R,SA,CX,CALYPTOPRYMNUS,VERECUNDUS,,CORDYLUS,NIGER,REPTILE
CNIG,R,SA,CX,ZONURUS,CORDYLUS,ATRUS,CORDYLUS,NIGER,REPTILE
CNIL,R,CD,CY,CROCODYLUS,NILOTICUS, ,NILE,CROCODILE,REPTILE
CNLE,R,SA,TD,CNEMIDOPHORUS,LEMNISCATUS, ,RAINBOW WHIPTAIL,LIZARD,REPTILE
CNM?,R,SA,GK,CNEMASPIS,SPECIES,,,GECKO,REPTILE
CNMO,R,SA,TD,CNEMIDOPHORUS,MONTAGUAE,,GIANT WHIPTAIL,LIZARD,REPTILE
CNO?,R,SA,AG,CTENOPHORUS,SPECIES, , ,DRAGON,REPTILE
CNTE,R,SA,TD,CNEMIDOPHORUS,TESSELATUS,,CO CHECKERD WHIPTL,LIZARD,REPTILE
CNUN,R,SA,IG,CYCLURA,NUBILA,NUBILA,CUBAN GROUND,IGUANA,REPTILE
CNVA,R,SA,TD,CNEMIDOPHORUS,VANZOI, ,MARIA ISL. GROUND,LIZARD,REPTILE
COAN,R,SE,BD,CORALLUS,ANNULATUS, ,ANNULATED TREE,BOA,REPTILE
COAN,R,SE,BD,BOA,ANNULATA, ,CORALLUS,ANNULATUS,REPTILE
COCM,R,SA,CX,CORDYLUS,CAMPBELLI, ,CAMPBELL'S GIRDLED,LIZARD,REPTILE
COCM,R,SA,CX,ZONURUS,CAMPBELLI,,CORDYLUS,CAMPBELLI,REPTILE
COCY,R,SE,CS,COLUBER,CYPRIENSIS, , ,RACER,REPTILE
COEN,R,SE,BD,CORALLUS,HORTULANUS, ,GARDEN TREE,BOA,REPTILE
COEN,R,SE,BD,CORALLUS,ENYDRIS, ,CORALLUS,HORTULANUS,REPTILE
COEN,R,SE,BD,BOA,COOKII, ,CORALLUS,HORTULANUS,REPTILE
COEN,R,SE,BD,BOA,HORTULANA, ,CORALLUS,HORTULANUS,REPTILE
COFA,R,SA,CX,CORDYLUS,FASCIATUS,,EASTERN CAPE CRAG,LIZARD,REPTILE
COFA,R,SA,CX,PSEUDOCORDYLUS,MICROLEPIDOTUS,NAMAQUENSIS,CORDYLUS,FASCIATUS,REPTILE
COFA,R,SA,CX,CORDYLUS,ALGOENSIS,,CORDYLUS,FASCIATUS,REPTILE
COFA,R,SA,CX,PSEUDOCORDYLUS,ALGOENSIS,,CORDYLUS,FASCIATUS,REPTILE
COFA,R,SA,CX,PSEUDOCORDYLUS,FASCIATUS,,CORDYLUS,FASCIATUS,REPTILE
COFI,R,SE,CS,CONIOPHANES,FISSIDENS,,YELLOWBELLY,SNAKE,REPTILE
COGI,R,SA,CX,CORDYLUS,GIGANTEUS, ,GIANT GIRDLED,LIZARD,REPTILE
COGI,R,SA,CX,ZONURUS,DERBIANUS,,CORDYLUS,GIGANTEUS,REPTILE
COJO,R,SA,CX,CORDYLUS,JORDANI, ,JORDAN'S GIRDLED,LIZARD,REPTILE
COJO,R,SA,CX,CORDYLUS,POLYZONUS,JORDANI,CORDYLUS,JORDANI,REPTILE
COJO,R,SA,CX,ZONURUS,JORDANI,,CORDYLUS,JORDANI,REPTILE
COLB,R,SA,GK,COLEONYX,BREVIS, ,TEXAS BANDED,GECKO,REPTILE
COLC,R,SE,CS,COLUBER,CONSTRICTOR, ,BLACK,RACER,REPTILE
COLM,R,SA,GK,COLEONYX,MITRATUS, ,C. AMERICAN BANDED,GECKO,REPTILE
COMC,R,SA,CX,CORDYLUS,MCLACHLANI, ,MCLACHLANS GIRDLED,LIZARD,REPTILE
CON?,R,SA,IG,CONOLOPHUS,SPECIES, ,LAND,LIZARD,REPTILE
CONA,R,SA,CX,CORDYLUS,NAMAQUENSIS, ,NAMAQUA GIRDLED,LIZARD,REPTILE
CONA,R,SA,CX,ZONURUS,NAMAQUENSIS,,CORDYLUS,NAMAQUENSIS,REPTILE
CONC,R,SE,BD,BOA,CONSTRICTOR, , ,BOA CONSTRICTOR,REPTILE
CONC,R,SE,BD,CONSTRICTOR,CONSTRICTOR, ,BOA,CONSTRICTOR,REPTILE
CONP,R,SE,CS,CONIOPHANES,PICEIVITTIS,,COPES BLACK-STRIPE,SNAKE,REPTILE
CONY,R,SA,CX,CORDYLUS,NYIKAE,,NYIKA GIRDLED,LIZARD,REPTILE
COOE,R,SA,CX,CORDYLUS,OELOFSENI, ,OELOFSEN'S GIRDLED,LIZARD,REPTILE
COPA,R,SA,IG,CONOLOPHUS,PALLIDUS, ,BARRINGTON LAND,IGUANA,REPTILE
COPT,R,SA,IG,COPHOSAURUS,TEXANUS, ,GREATER EARLESS,LIZARD,REPTILE
COR?,R,SA,CX,CORDYLUS,SPECIES, ,GIRDLED OR CRAG,LIZARD,REPTILE
COR?,R,SA,CX,HEMICORDYLUS,SPECIES,,CORDYLUS,SPECIES,REPTILE
COR?,R,SA,CX,PSEUDOCORDYLUS,SPECIES,,CORDYLUS,SPECIES,REPTILE
CORB,R,SA,CX,CORDYLUS,BARBERTONENSIS,,BARBERTON GIRDLED,LIZARD,REPTILE
CORB,R,SA,CX,ZONURUS,BARBERTONENSIS,,CORDYLUS,BARBERTONENSIS,REPTILE
CORC,R,SE,BD,BOA,CANINA, ,CORALLUS,CANINUS,REPTILE
CORC,R,SE,BD,CORALLUS,CANINUS, ,EMERALD TREE,BOA,REPTILE
CORG,R,SE,BD,CORALLUS,GRENADENSIS,,TREE,BOA,REPTILE
CORH,R,SA,CX,CORDYLUS,RHODESIANUS, ,ZIMBABWEAN GIRDLED,LIZARD,REPTILE
CORH,R,SA,CX,CORDYLUS,CORDYLUS,RHODESIANUS,CORDYLUS,RHODESIANUS,REPTILE
CORH,R,SA,CX,ZONURUS,CORDYLUS,RHODESIANUS,CORDYLUS,RHODESIANUS,REPTILE
CORT,R,SA,CX,CORDYLUS,CORDYLUS,TASMANI,CORDYLUS,TASMANI,REPTILE
CORT,R,SA,CX,ZONURUS,CORDYLUS,TASMANI,CORDYLUS,TASMANI,REPTILE
CORT,R,SA,CX,CORDYLUS,TASMANI, ,TASMAN'S GIRDLED,LIZARD,REPTILE
CORV,R,SA,CX,CORDYLUS,VITTIFER, ,TRANSVAAL GIRDLED,LIZARD,REPTILE
CORV,R,SA,CX,ZONURUS,TROPIDOGASTER,,CORDYLUS,VITTIFER,REPTILE
CORV,R,SA,CX,ZONURUS,VITTIFER,,CORDYLUS,VITTIFER,REPTILE
COSU,R,SA,IG,CONOLOPHUS,SUBCRISTATUS, ,GALAPAGOS LAND,IGUANA,REPTILE
COTR,R,SA,CX,CORDYLUS,TROPIDOSTERNUM, ,TROPICAL GIRDLED,LIZARD,REPTILE
COTR,R,SA,CX,ZONURUS,TROPIDOSTERNUM,,CORDYLUS,TROPIDOSTERNUM,REPTILE
COTR,R,SA,CX,CORDYLUS,CORDYLUS,TROPIDOSTERNUM,CORDYLUS,TROPIDOSTERNUM,REPTILE
COTR,R,SA,CX,ZONURUS,FRENATUS,,CORDYLUS,TROPIDOSTERNUM,REPTILE
COTR,R,SA,CX,ZONURUS,PARKERI,,CORDYLUS,TROPIDOSTERNUM,REPTILE
COTR,R,SA,CX,CORDYLUS,CORDYLUS,ANGOLENSIS,CORDYLUS,TROPIDOSTERNUM,REPTILE
COUK,R,SA,CX,CORDYLUS,UKINGENSIS, ,UKINGA GIRDLED,LIZARD,REPTILE
COUK,R,SA,CX,ZONURUS,UKINGENSIS,,CORDYLUS,UKINGENSIS,REPTILE
COVA,R,SA,GK,COLEONYX,VARIEGATUS, ,WESTERN BANDED,GECKO,REPTILE
COZE,R,SA,SC,CORUCIA,ZEBRATA, ,PREHENSILE-TAILED,SKINK,REPTILE
CPAR,R,TE,CB,CHELODINA,PARKERI, ,PARKER'S SNAKE NEC,TURTLE,REPTILE
CPAU,R,CD,CY,CROCODYLUS,POROSUS, ,SALTWATER,CROCODILE,REPTILE
CPAU,R,CD,CY,CROCODYLUS,RANINUS, ,CROCODYLUS,POROSUS,REPTILE
CPEE,R,SA,CX,CORDYLUS,PEERSI, ,PEER'S GIRDLED,LIZARD,REPTILE
CPEE,R,SA,CX,ZONURUS,PEERSI,,CORDYLUS,PEERSI,REPTILE
CPEG,R,SA,GK,CYRTODACTYLUS,PEGUENSIS, ,THAI BOW-FINGERED,GECKO,REPTILE
CPID,R,CD,CY,CROCODYLUS,POROSUS, ,SALTWATER,CROCODILE,REPTILE
CPID,R,CD,CY,CROCODYLUS,RANINUS, ,CROCODYLUS,POROSUS,REPTILE
CPIN,R,SA,CZ,BRADYPODION,SPINOSUM, ,SPINY,CHAMELEON,REPTILE
CPIN,R,SA,CZ,CHAMAELEO,SPINOSUS, ,BRADYPODION,SPINOSUM,REPTILE
CPLT,R,SA,GK,COSYMBOTUS,PLATYURUS,,ASIAN HOUSE,GECKO,REPTILE
CPOL,R,SA,CX,CORDYLUS,POLYZONUS, ,KAROO GIRDLED,LIZARD,REPTILE
CPOR,R,SA,IG,CHAMAELEOLIS,PORCUS,,COPE'S FALSE,CHAMELEON,REPTILE
CPRP,R,SE,VI,CROTALUS,PRICEI,PRICEI,W. TWIN-SPOTTED,RATTLESNAKE,REPTILE
CPRT,R,TE,CB,CHELODINA,PRITCHARDI,,PRITCH. SNAKE NECK,TURTLE,REPTILE
CPTT,R,SA,CZ,CHAMAELEO,PETTERI, ,FURCIFER,PETTERI,REPTILE
CPTT,R,SA,CZ,FURCIFER,PETTERI, ,PETTER'S,CHAMELEON,REPTILE
CPUS,R,SA,CX,CORDYLUS,PUSTULATUS, ,HERERO GIRDLED,LIZARD,REPTILE
CPUS,R,SA,CX,CORDYLUS,CORDYLUS,PUSTULATUS,CORDYLUS,PUSTULATUS,REPTILE
CPUS,R,SA,CX,ZONURUS,PUSTULATUS,,CORDYLUS,PUSTULATUS,REPTILE
CPXS,R,CD,CY,CROCODYLUS,POROSUS,X SIAMENSIS,SALTWATER X SIAMES,CROCODILE,REPTILE
CRA?,R,SE,BD,CORALLUS,SPECIES, ,TREE,BOA,REPTILE
CRAC,R,CD,CY,CROCODYLUS,ACUTUS,,AMERICAN,CROCODILE,REPTILE
CRAD,R,SE,VI,CROTALUS,ADAMANTEUS, ,EAST. DIAMONDBACK,RATTLESNAKE,REPTILE
CRB?,R,SA,SC,CRYPTOBLEPHARUS,SPECIES, ,SNAKE-EYED,SKINK,REPTILE
CRBO,R,SE,VI,CROTALUS,BASILICUS,OAXACUS,OAXACAN,RATTLESNAKE,REPTILE
CRCC,R,SE,VI,CROTALUS,CERASTES,CERCOBOMBUS,SONORAN DESERT,SIDEWINDER,REPTILE
CRCE,R,SE,VI,CROTALUS,CERASTES, ,MOJAVE DESERT,SIDEWINDER,REPTILE
CRCH,R,SE,BD,CORALLUS,RUSCHENBERGERII,,TREE,BOA,REPTILE
CRCL,R,SE,VI,CROTALUS,CERASTES,LATEROREPENS,COLORADO DESERT,SIDEWINDER,REPTILE
CRCO,R,SA,IG,CROTAPHYTUS,COLLARIS, ,COLLARED,LIZARD,REPTILE
CRCO,R,SA,IG,CROTAPHYTUS,BAILEYI,,CROTAPHYTUS,COLLARIS,REPTILE
CRCT,R,CD,CY,CROCODYLUS,CATAPHRACTUS, ,AFR SLENDER-SNOUT,CROCODILE,REPTILE
CRDC,R,SE,VI,CROTALUS,DURISSUS,CULMINATUS,N.W. NEOTROPICAL,RATTLESNAKE,REPTILE
CRDT,R,SE,VI,CROTALUS,DURISSUS,TERRIFICUS,SOUTH AMERICAN,RATTLESNAKE,REPTILE
CRDU,R,SE,VI,CROTALUS,DURISSUS, ,TROPICAL,RATTLESNAKE,REPTILE
CREC,R,SE,VI,CROTALUS,ENYO,CERRALVENSIS,CERRALVO ISLAND,RATTLESNAKE,REPTILE
CREE,R,SE,VI,CROTALUS,ENYO,ENYO,LOWER CALIFORNIA,RATTLESNAKE,REPTILE
