SPEC_CODE,C,O,F,Genus,Species,Subspecies,Common.Specific.1,Common.General.1,Taxa
TMAL,B,PS,PS,TRICLARIA,MALACHITACEA, ,BLUE-BELLIED,PARROT,BIRD
TMEL,B,TR,TR,TROGON,MELANURUS, ,BLACK-TAILED,TROGON,BIRD
TMER,B,PA,MC,TURDUS,MERULA, ,EURASIAN,BLACKBIRD,BIRD
TMEX,B,PA,EM,TANGARA,MEXICANA, ,TURQUOISE,TANAGER,BIRD
TMOD,B,PA,TW,THRYOTHORUS,MODESTUS,,PLAIN,WREN,BIRD
TMRA,B,PA,MC,TURDUS,MARANONICUS,,MARANON,THRUSH,BIRD
TMSW,B,AN,AN,CYGNUS,BUCCINATOR, ,TRUMPETER,SWAN,BIRD
TNG?,B,PA,EM,CHLOROCHRYSA,SPECIES,,,TANAGER,BIRD
TO$$,B,AP,TO,TROCHILIDAE,,,,HUMMINGBIRDS,BIRD
TO00,B,AP,TO,TROCHILIDAE, , , ,HUMMINGBIRDS,BIRD
TOAL,B,CC,BC,TOCKUS,ALBOTERMINATUS, ,CROWNED,HORNBILL,BIRD
TOAS,B,PA,TD,TOLMOMYIAS,ASSIMILIS,,YELLOW-MARGINED,FLYCATCHER,BIRD
TOBA,B,PS,PS,TOUIT,BATAVICA, ,LILAC-TAILED,PARROTLET,BIRD
TOC?,B,CC,BC,TOCKUS,SPECIES, , ,HORNBILL,BIRD
TOCB,B,CC,BC,TOCKUS,BRADFIELDI,,BRADFIELD'S,HORNBILL,BIRD
TOCC,B,CC,BC,TOCKUS,CAMURUS,,RED-BILLED DWARF,HORNBILL,BIRD
TOCP,B,CC,BC,TOCKUS,PALLIDIROSTRIS,,PALE-BILLED,HORNBILL,BIRD
TOCR,B,PA,MI,TOXOSTOMA,CRISSALE, ,CRISSAL,THRASHER,BIRD
TOD?,B,PA,TD,TODIROSTRUM,SPECIES,,,TODY-FLYCATCHER,BIRD
TODE,B,CC,BC,TOCKUS,DECKENI,,VON DER DECKEN'S,HORNBILL,BIRD
TODI,B,PS,PS,TOUIT,DILECTISSIMA, ,BLUE-FRONTED,PARROTLET,BIRD
TODM,B,PA,TD,TODIROSTRUM,MACULATUM,,SPOTTED,TODY-FLYCATCHER,BIRD
TOEL,B,TR,TR,TROGON,ELEGANS, ,ELEGANT,TROGON,BIRD
TOER,B,CC,BC,TOCKUS,ERYTHRORHYNCHUS, ,RED-BILLED,HORNBILL,BIRD
TOFA,B,CC,BC,TOCKUS,FASCIATUS,,AFRICAN PIED,HORNBILL,BIRD
TOFL,B,CC,BC,TOCKUS,FLAVIROSTRIS, ,E. YELLOW-BILLED,HORNBILL,BIRD
TOHA,B,CC,BC,TOCKUS,HARTLAUBI,,BLACK DWARF,HORNBILL,BIRD
TOHE,B,CC,BC,TOCKUS,HEMPRICHII,,HEMPRICH'S,HORNBILL,BIRD
TOHU,B,PS,PS,TOUIT,HUETII, ,SCARLET-SHOULDERED,PARROTLET,BIRD
TOJA,B,CC,BC,TOCKUS,JACKSONI,,JACKSON'S,HORNBILL,BIRD
TOL?,B,PA,TD,TOLMOMYIAS,SPECIES,,,FLYCATCHER,BIRD
TOLE,B,CC,BC,TOCKUS,LEUCOMELAS, ,S. YELLOW-BILLED,HORNBILL,BIRD
TOLS,B,PA,TD,TOLMOMYIAS,SULPHURESCENS,,YELLOW-OLIVE,FLYCATCHER,BIRD
TOME,B,PS,PS,TOUIT,MELANONOTA, ,BROWN-BACKED,PARROTLET,BIRD
TOME,B,PS,PS,TOUIT,MELANOTA, ,TOUIT,MELANONOTA,BIRD
TOME,B,PS,PS,TOUIT,MELANONOTUS,,TOUIT,MELANONOTA,BIRD
TOMO,B,CC,BC,TOCKUS,MONTEIRI,,MONTEIRO'S,HORNBILL,BIRD
TONA,B,CC,BC,TOCKUS,NASUTUS, ,AFRICAN GREY,HORNBILL,BIRD
TONI,B,PA,TD,TODIROSTRUM,NIGRICEPS,,BLACK-HEADED,TODY-FLYCATCHER,BIRD
TOP?,B,AP,TO,TOPAZA,SPECIES, , ,TOPAZ,BIRD
TOPE,B,AP,TO,TOPAZA,PELLA, ,CRIMSON,TOPAZ,BIRD
TOPU,B,PS,PS,TOUIT,PURPURATA, ,SAPPHIRE-RUMPED,PARROTLET,BIRD
TOPY,B,AP,TO,TOPAZA,PELLA,PYRA,FIERY,TOPAZ,BIRD
TOPY,B,AP,TO,TOPAZA,PYRA,,TOPAZA,PELLA,BIRD
TOSO,B,PA,MC,MYADESTES,TOWNSENDI, ,TOWNSEND'S,SOLITAIRE,BIRD
TOST,B,PS,PS,TOUIT,STICTOPTERA, ,SPOT-WINGED,PARROTLET,BIRD
TOSU,B,PS,PS,TOUIT,SURDA, ,GOLDEN-TAILED,PARROTLET,BIRD
TOTR,B,FA,AC,TORGOS,TRACHELIOTUS, ,LAPPET-FACED,VULTURE,BIRD
TOTR,B,FA,AC,AEGYPIUS,TRACHELIOTUS,,TORGOS,TRACHELIOTUS,BIRD
TOU?,B,PS,PS,TOUIT,SPECIES, , ,PARROTLET,BIRD
TOWA,B,PA,EM,DENDROICA,TOWNSENDI, ,TOWNSEND'S,WARBLER,BIRD
TPAL,B,PA,MC,TURDUS,PALLIDUS, ,PALE,THRUSH,BIRD
TPAZ,B,PA,EM,TANGARA,PARZUDAKII,,FLAME FACED,TANAGER,BIRD
TPEL,B,PA,MC,TURDUS,PELIOS, ,AFRICAN,THRUSH,BIRD
TPH?,B,PA,FO,THAMNOPHILUS,SPECIES, , ,ANTSHRIKE,BIRD
TPS?,B,PA,EM,THRAUPIS,SPECIES, , ,TANAGER,BIRD
TPUN,B,PA,EM,TANGARA,PUNCTATA,,SPOTTED,TANAGER,BIRD
TRAB,B,GA,PD,TRAGOPAN,BLYTHII, ,BLYTH'S,TRAGOPAN,BIRD
TRAC,B,GA,PD,TRAGOPAN,CABOTI, ,CABOT'S,TRAGOPAN,BIRD
TRAM,B,GA,PD,TRAGOPAN,MELANOCEPHALUS, ,WESTERN,TRAGOPAN,BIRD
TRAV,B,PF,CA,TRACHYPHONUS,VAILLANTII, ,CRESTED,BARBET,BIRD
TRBL,B,PA,IC,AGELAIUS,TRICOLOR, ,TRICOLORED,BLACKBIRD,BIRD
TRC?,B,PS,PS,TRICHOGLOSSUS,SPECIES, , ,LORIKEET,BIRD
TRCA,B,CO,CO,TRERON,CALVA, ,AFRICAN GREEN,PIGEON,BIRD
TRCA,B,CO,CO,TRERON,AUSTRALIS,CALVA,TRERON,CALVA,BIRD
TRCH,B,GA,PD,TROPICOPERDIX,CHARLTONII, ,ARBOROPHILA,CHARLTONII,BIRD
TRCH,B,GA,PD,ARBOROPHILA,CHARLTONII, ,SCALY-BRESTED,PARTRIDGE,BIRD
TRCI,B,TR,TR,TROGON,CITREOLUS,,CITREOLINE,TROGON,BIRD
TRDG,B,AP,TO,THALURANIA,RIDGWAYI,,MEXICAN,WOOD-NYMPH,BIRD
TRE?,B,CO,CO,TRERON,SPECIES, ,GREEN,PIGEON,BIRD
TREU,B,PS,PS,TRICHOGLOSSUS,EUTELES, ,OLIVE-HEADED,LORIKEET,BIRD
TRFI,B,PA,MC,TURDUS,RUFICOLLIS,,DARK-THROATED,THRUSH,BIRD
TRG#,B,PA,TW,TROGLODYTIDAE, , , ,WRENS,BIRD
TRGU,B,CR,SO,TRINGA,GUTTIFER, ,NORDMANN'S,GREENSHANK,BIRD
TRH?,B,AP,TO,TROCHILUS,SPECIES,,,STREAMERTAIL,BIRD
TRIG,B,FA,AC,TRIGONOCEPS,OCCIPITALIS, ,WHITE-HEADED,VULTURE,BIRD
TRIG,B,FA,AC,AEGYPIUS,OCCIPITALIS,,TRIGONOCEPS,OCCIPITALIS,BIRD
TRIR,B,PS,PS,PSITTEUTELES,IRIS, ,IRIS,LORIKEET,BIRD
TRIR,B,PS,PS,TRICHOGLOSSUS,IRIS, ,PSITTEUTELES,IRIS,BIRD
TRJO,B,PS,PS,TRICHOGLOSSUS,JOHNSTONIAE, ,MINDANAO,LORIKEET,BIRD
TRKI,B,PA,TD,TYRANNUS,MELANCHOLICUS, ,TROPICAL,KINGBIRD,BIRD
TRML,B,TR,TR,TROGON,MELANOCEPHALUS,,BLACK-HEADED,TROGON,BIRD
TRN?,B,CR,SO,TRINGA,SPECIES, , ,SANDPIPER,BIRD
TRO#,B,AP,TO,TROCHILIDAE, , , ,HUMMINGBIRDS,BIRD
TROC,B,CR,SO,TRINGA,OCHROPUS, ,GREEN,SANDPIPER,BIRD
TROL,B,CO,CO,TRERON,OLAX, ,LITTLE GREEN,PIGEON,BIRD
TROR,B,PS,PS,TRICHOGLOSSUS,ORNATUS, ,ORNATE,LORIKEET,BIRD
TRPA,B,PA,EM,PARULA,PITIAYUMI, ,TROPICAL,PARULA,BIRD
TRPO,B,AP,TO,TROCHILUS,POLYTMUS, ,RED-BILLED,STREAMERTAIL,BIRD
TRR?,B,CO,CO,TURTUR,SPECIES,,WOOD,DOVE,BIRD
TRRF,B,PA,TW,TROGLODYTES,RUFOCILIATUS,,RUFOUS-BROWED,WREN,BIRD
TRRU,B,PS,PS,TRICHOGLOSSUS,RUBIGINOSUS, ,POHNPEI,LORIKEET,BIRD
TRSA,B,GA,PD,TRAGOPAN,SATYRA, ,SATYR,TRAGOPAN,BIRD
TRSP,B,PA,EM,SPIZELLA,ARBOREA, ,AMERICAN TREE,SPARROW,BIRD
TRST,B,PC,HY,OCEANODROMA,TRISTRAMI, ,SOOTY,STORM-PETREL,BIRD
TRSW,B,PA,HI,TACHYCINETA,BICOLOR, ,TREE,SWALLOW,BIRD
TRSY,B,GR,RA,GALLIRALLUS,SYLVESTRIS, ,LORD HOWE WOOD,RAIL,BIRD
TRSY,B,GR,RA,TRICHOLIMNAS,SYLVESTRIS, ,GALLIRALLUS,SYLVESTRIS,BIRD
TRTE,B,CR,LA,STERNA,TRUDEAUI, ,TRUDEAU'S,TERN,BIRD
TRTO,B,CR,SO,TRINGA,TOTANUS, ,COMMON,REDSHANK,BIRD
TRUB,B,PS,PS,TRICHOGLOSSUS,HAEMATODUS,RUBRITORQUIS,RED-COLLARED,LORIKEET,BIRD
TRUB,B,PS,PS,TRICHOGLOSSUS,RUBRITORQUIS,,TRICHOGLOSSUS,HAEMATODUS,BIRD
TRUS,B,CU,MP,TAURACO,RUSPOLII, ,PRINCE RUSPOLI'S,TURACO,BIRD
TRVE,B,PS,PS,PSITTEUTELES,VERSICOLOR, ,VARIED,LORIKEET,BIRD
TRVE,B,PS,PS,TRICHOGLOSSUS,VERSICOLOR, ,PSITTEUTELES,VERSICOLOR,BIRD
TRWA,B,CO,CO,TRERON,WAALIA, ,YLW-BELLIED GREEN,PIGEON,BIRD
TSBL,B,PA,IC,AGELAIUS,HUMERALIS, ,TAWNY-SHOULDER,BLACKBIRD,BIRD
TSCI,B,AP,TO,TROCHILUS,SCITULUS,,BLACK-BILLED,STREAMERTAIL,BIRD
TSG?,B,PA,MC,TARSIGER,SPECIES, , ,BUSH-ROBIN,BIRD
TSK?,B,CI,TK,THRESKIORNIS,SPECIES,,,IBIS,BIRD
TST?,B,PA,MC,TRICHASTOMA,SPECIES, , ,BABBLER,BIRD
TSUM,B,PS,PS,TANYGNATHUS,SUMATRANUS, ,BLUE-BACKED,PARROT,BIRD
TSUM,B,PS,PS,TANYGNATHUS,MULLERI, ,TANYGNATHUS,SUMATRANUS,BIRD
TSW?,B,AP,HM,HEMIPROCNE,SPECIES,,,TREESWIFT,BIRD
TSYA,B,CR,SO,TRINGA,STAGNATILIS, ,MARSH,SANDPIPER,BIRD
TTEM,B,GA,PD,TRAGOPAN,TEMMINCKII, ,TEMMINCK'S,TRAGOPAN,BIRD
TUAB,B,CO,CO,TURTUR,ABYSSINICUS, ,BLACK-BILLED WOOD,DOVE,BIRD
TUAF,B,CO,CO,TURTUR,AFER, ,BLUE-SPOTTED WOOD,DOVE,BIRD
TUAL,B,PA,MC,TURDUS,ALBICOLLIS,,WHITE-NECKED,THRUSH,BIRD
TUBR,B,CO,CO,TURTUR,BREHMERI, ,BLUE-HEADED WOOD,DOVE,BIRD
TUBR,B,CO,CO,CALOPELIA,BREHMERI, ,TURTUR,BREHMERI,BIRD
TUBR,B,CO,CO,CALOPELIA,PUELLA, ,TURTUR,BREHMERI,BIRD
TUCA,B,PA,MC,TURNAGRA,CAPENSIS, ,NEW ZEALAND,THRUSH,BIRD
TUD?,B,PA,MC,TURDUS,SPECIES, , ,THRUSH,BIRD
TUDU,B,AN,AN,AYTHYA,FULIGULA, ,TUFTED,DUCK,BIRD
TUFU,B,PA,MC,TURDUS,FULVIVENTRIS,,CHESTNUT-BELLIED,THRUSH,BIRD
TUGR,B,PA,MC,TURDUS,GRAYI, ,CLAY-COLORED,ROBIN,BIRD
TUIL,B,PA,MC,TURDUS,ILIACUS,,,REDWING,BIRD
TUME,B,GR,TU,TURNIX,MELANOGASTER, ,BLCK-BREAST BUTTON,QUAIL,BIRD
TUNA,B,PA,MC,TURDUS,NAUMANNI, ,DUSKY,THRUSH,BIRD
TUOH,B,PA,MC,TURDUS,OLIVACEUS,HELLERI,TAITA,THRUSH,BIRD
TUOL,B,PA,MC,TURDUS,OLIVACEUS, ,OLIVE,THRUSH,BIRD
TUPH,B,PA,MC,TURDUS,PHILOMELOS,,SONG,THRUSH,BIRD
TUPI,B,PA,MC,TURDUS,PILARIS, , ,FIELDFARE,BIRD
TUPU,B,CR,AL,FRATERCULA,CIRRHATA, ,TUFTED,PUFFIN,BIRD
TUR#,B,GR,TU,TURNICIDAE, , , ,HEMIPODES,BIRD
TUR$,B,PA,MC,TURDINAE,,,,THRUSHES,BIRD
TURJ,B,PA,MC,TURDOIDES,JARDINEII,,ARROW-MASKED,BABBLER,BIRD
TURR,B,PA,MC,TURDOIDES,REINWARDTII,,BLACKCAP,BABBLER,BIRD
TUTY,B,CO,CO,TURTUR,TYMPANISTRIA, ,TAMBOURINE,DOVE,BIRD
TUTY,B,CO,CO,TYMPANISTRIA,TYMPANISTRIA, ,TURTUR,TYMPANISTRIA,BIRD
TUVE,B,GR,TU,TURNIX,VELOX,,LITTLE BUTTON,QUAIL,BIRD
TUVU,B,FA,CT,CATHARTES,AURA, ,TURKEY,VULTURE,BIRD
TUX?,B,GR,TU,TURNIX,SPECIES,,BUTTON,QUAIL,BIRD
TVEL,B,PA,EM,TANGARA,VELIA,,OPAL-RUMPED,TANAGER,BIRD
TVIO,B,TR,TR,TROGON,VIOLACEUS,,VIOLACEOUS,TROGON,BIRD
TVIR,B,TR,TR,TROGON,VIRIDIS, ,WHITE-TAILED,TROGON,BIRD
TW$$,B,PA,TW,TROGLODYTIDAE,,,,WRENS,BIRD
TXAN,B,PA,EM,TANGARA,XANTHOGASTRA,,YELLOW-BELLIED,TANAGER,BIRD
TY00,B,ST,TT,TYTONIDAE, , , ,OWLS,BIRD
TYA?,B,PA,TD,PHYLLOSCARTES,SPECIES,,,TYRANNULET,BIRD
TYAU,B,ST,TT,TYTO,AURANTIA, ,BISMARCK MASKED,OWL,BIRD
TYCA,B,ST,TT,TYTO,CAPENSIS, ,AFRICAN GRASS,OWL,BIRD
TYCO,B,PA,TD,TYRANNUS,COUCHII, ,COUCH'S,KINGBIRD,BIRD
TYCU,B,GA,PD,TYMPANUCHUS,CUPIDO,ATTWATERI,ATTWATER'S GREATER,PRAIRIE CHICKEN,BIRD
TYGL,B,ST,TT,TYTO,GLAUCOPS, ,ASHY-FACED,OWL,BIRD
TYGL,B,ST,TT,TYTO,ALBA,GLAUCOPS,TYTO,GLAUCOPS,BIRD
TYIN,B,ST,TT,TYTO,INEXSPECTATA, ,MINAHASSA MASKED,OWL,BIRD
TYLO,B,ST,TT,TYTO,LONGIMEMBRIS, ,EASTERN GRASS,OWL,BIRD
TYLO,B,ST,TT,TYTO,CAPENSIS,LONGIMEMBRIS,TYTO,LONGIMEMBRIS,BIRD
TYM?,B,GA,PD,TYMPANUCHUS,SPECIES,,,PRAIRIE CHICKEN,BIRD
TYMA,B,ST,TT,TYTO,MANUSI, ,MANUS MASKED,OWL,BIRD
TYMA,B,ST,TT,TYTO,NOVAEHOLLANDIAE,MANUSI,TYTO,MANUSI,BIRD
TYMC,B,GA,PD,TYMPANUCHUS,CUPIDO, ,GREATER,PRAIRIE CHICKEN,BIRD
TYMU,B,ST,TT,TYTO,MULTIPUNCTATA, ,LESSER SOOTY,OWL,BIRD
TYMU,B,ST,TT,TYTO,TENEBRICOSA,MULTIPUNCTATA,TYTO,MULTIPUNCTATA,BIRD
TYN?,B,PA,TD,PHYLLOMYIAS,SPECIES,,,TYRANNULET,BIRD
TYNI,B,ST,TT,TYTO,NIGROBRUNNEA, ,TALIABU MASKED,OWL,BIRD
TYNO,B,ST,TT,TYTO,NOVAEHOLLANDIAE, ,AUSTRALIAN MASKED,OWL,BIRD
TYPA,B,GA,PD,TYMPANUCHUS,PALLIDICINCTUS,,LESSER,PRAIRIE CHICKEN,BIRD
TYPH,B,GA,PD,TYMPANUCHUS,PHASIANELLUS, ,SHARP-TAILED,GROUSE,BIRD
TYPH,B,GA,PD,PEDIOECETES,PHASIANELLUS, ,TYMPANUCHUS,PHASIANELLUS,BIRD
TYR?,B,PA,TD,CAMPTOSTOMA,SPECIES,,BEARDLESS,TYRANNULET,BIRD
TYRO,B,ST,TT,TYTO,ROSENBERGII, ,SULAWESI,OWL,BIRD
TYSO,B,ST,TT,TYTO,SOUMAGNEI, ,MADAGASCAR RED,OWL,BIRD
TYT?,B,ST,TT,TYTO,SPECIES, , ,OWL,BIRD
TYTC,B,ST,TT,TYTO,CASTANOPS, ,TASMANIAN MASKED,OWL,BIRD
TYTC,B,ST,TT,TYTO,NOVAEHOLLANDIAE,CASTANOPS,TYTO,CASTANOPS,BIRD
TYTE,B,ST,TT,TYTO,TENEBRICOSA, ,GREATER SOOTY,OWL,BIRD
TYTS,B,ST,TT,TYTO,SORORCULA, ,LESSER MASKED,OWL,BIRD
TYTS,B,ST,TT,TYTO,NOVAEHOLLANDIAE,SORORCULA,TYTO,SORORCULA,BIRD
UANG,B,PA,ET,URAEGINTHUS,ANGOLENSIS,,BLUE-BREASTED,CORDON-BLEU,BIRD
UBEN,B,AP,TO,UROSTICTE,BENJAMINI, ,PURPLE-BIBBED,WHITETIP,BIRD
UMAC,B,CL,CL,UROCOLIUS,MACROURUS, ,BLUE-NAPED,MOUSEBIRD,BIRD
UMAC,B,CL,CL,COLIUS,MACROURUS, ,UROCOLIUS,MACROURUS,BIRD
UPAF,B,CC,UP,UPUPA,AFRICANA,,AFRICAN,HOOPOE,BIRD
UPCE,B,PA,FU,UPUCERTHIA,CERTHIOIDES,,CHACO,EARTHCREEPER,BIRD
UPDU,B,PA,FU,UPUCERTHIA,DUMETARIA,,SCALE-THROATED,EARTHCREEPER,BIRD
UPEP,B,CC,UP,UPUPA,EPOPS, ,EURASIAN,HOOPOE,BIRD
UPHA,B,PA,FU,UPUCERTHIA,HARTERTI,,BOLIVIAN,EARTHCREEPER,BIRD
UPJE,B,PA,FU,UPUCERTHIA,JELSKII,,PLAIN-BREASTED,EARTHCREEPER,BIRD
UPP?,B,CC,UP,UPUPA,SPECIES,,,HOOPOE,BIRD
UPRU,B,PA,FU,UPUCERTHIA,RUFICAUDA,,STRAIGHT-BILLED,EARTHCREEPER,BIRD
UPSA,B,CR,SO,BARTRAMIA,LONGICAUDA, ,UPLAND,SANDPIPER,BIRD
UPU?,B,PA,FU,UPUCERTHIA,SPECIES,,,EARTHCREEPER,BIRD
URAE,B,PA,ET,URAEGINTHUS,SPECIES, , ,CORDON-BLEU,BIRD
URAE,B,PA,ET,GRANATINA,SPECIES, ,URAEGINTHUS,SPECIES,BIRD
URBE,B,PA,ET,URAEGINTHUS,BENGALUS, ,RED-CHEEKED,CORDON-BLEU,BIRD
URBE,B,PA,ET,ESTRILDA,BENGALA, ,URAEGINTHUS,BENGALUS,BIRD
URBO,B,AP,TO,UROCHROA,BOUGUERI, ,WHITE-TAILED,HILLSTAR,BIRD
URC?,B,CL,CL,UROCOLIUS,SPECIES, , ,MOUSEBIRD,BIRD
URCH,B,CC,BX,URATELORNIS,CHIMAERA, ,LONG-TAILED GROUND,ROLLER,BIRD
URDI,B,ST,SR,UROGLAUX,DIMORPHA, ,PAPUAN HAWK,OWL,BIRD
URGR,B,PA,ET,URAEGINTHUS,GRANATINA, ,COMMON,GRENADIER,BIRD
URIA,B,PA,ET,URAEGINTHUS,IANTHINOGASTER,,PURPLE,GRENADIER,BIRD
UROM,B,FA,AC,UROTRIORCHIS,MACROURUS, ,AFRICAN LONG-TAIL,HAWK,BIRD
URRU,B,AP,TO,UROSTICTE,RUFICRISSA, ,RUFOUS-VENTED,WHITETIP,BIRD
URRU,B,AP,TO,UROSTICTE,BENJAMINI,RUFICRISSA,UROSTICTE,RUFICRISSA,BIRD
URT?,B,AP,TO,UROSTICTE,SPECIES, , ,WHITETIP,BIRD
USIB,B,PA,FI,URAGUS,SIBIRICUS, ,LONG-TAILED,ROSEFINCH,BIRD
VAAR,B,CR,CH,VANELLUS,ARMATUS, ,BLACKSMITH,PLOVER,BIRD
VABU,B,PA,EM,PASSERINA,VERSICOLOR, ,VARIED,BUNTING,BIRD
VAN?,B,CR,CH,VANELLUS,SPECIES, , ,PLOVER,BIRD
VANC,B,CR,CH,VANELLUS,CORONATUS, ,CROWNED,PLOVER,BIRD
VASW,B,AP,AP,CHAETURA,VAUXI, ,VAUX'S,SWIFT,BIRD
VATH,B,PA,MC,IXOREUS,NAEVIUS, ,VARIED,THRUSH,BIRD
VBST,B,PA,ST,STURNUS,PHILIPPENSIS, ,VIOLET-BACKED,STARLING,BIRD
VEER,B,PA,MC,CATHARUS,FUSCESCENS, , ,VEERY,BIRD
VEFL,B,PA,TD,PYROCEPHALUS,RUBINUS, ,VERMILION,FLYCATCHER,BIRD
VEFU,B,PF,PA,VENILIORNIS,FUMIGATUS,,SMOKY-BROWN,WOODPECKER,BIRD
VEHU,B,AP,TO,COLIBRI,THALASSINUS, ,GREEN,VIOLET-EAR,BIRD
VENC,B,PF,PA,VENILIORNIS,CALLONOTUS,,SCARLET-BACKED,WOODPECKER,BIRD
VENI,B,PF,PA,VENILIORNIS,NIGRICEPS,,BAR-BELLIED,WOODPECKER,BIRD
VERD,B,PA,RZ,AURIPARUS,FLAVICEPS, , ,VERDIN,BIRD
VESP,B,PA,EM,POOECETES,GRAMINEUS, ,VESPER,SPARROW,BIRD
VGSW,B,PA,HI,TACHYCINETA,THALASSINA, ,VIOLET-GREEN,SWALLOW,BIRD
VI$$,B,PA,VI,VIREONIDAE,,,,VIREOS,BIRD
VIAU,B,PS,PS,VINI,AUSTRALIS, ,BLUE-CROWNED,LORIKEET,BIRD
VIBP,B,PA,VI,VIREO,BELLII,PUSILLUS,LEAST BELL'S,VIREO,BIRD
VICA,B,PA,VI,VIREO,CASSINII,,CASSIN'S,VIREO,BIRD
VICH,B,PA,PZ,VIDUA,CHALYBEATA, ,VILLAGE,INDIGOBIRD,BIRD
VICH,B,PA,PZ,VIDUA,OKAVANGOENSIS, ,VIDUA,CHALYBEATA,BIRD
VICH,B,PA,PZ,VIDUA,ULTRAMARINA, ,VIDUA,CHALYBEATA,BIRD
VICH,B,PA,PZ,HYPOCHERA,CHALYBEATA, ,VIDUA,CHALYBEATA,BIRD
VICH,B,PA,PZ,VIDUA,AMAUROPTERYX, ,VIDUA,CHALYBEATA,BIRD
VICH,B,PA,PZ,VIDUA,CENTRALIS, ,VIDUA,CHALYBEATA,BIRD
VICH,B,PA,PZ,VIDUA,NEUMANNI, ,VIDUA,CHALYBEATA,BIRD
VICR,B,PA,VI,VIREO,CRASSIROSTRIS,,THICK-BILLED,VIREO,BIRD
VIDP,B,PA,PZ,VIDUA,PARADISAEA, ,EASTERN PARADISE,WHYDAH,BIRD
VIDU,B,PA,PZ,VIDUA,SPECIES, , ,WHYDAH,BIRD
VIFU,B,PA,PZ,VIDUA,FUNEREA,,VARIABLE,INDIGOBIRD,BIRD
VIIN,B,PA,PZ,VIDUA,INTERJECTA, ,UELLE PARADISE,WHYDAH,BIRD
VIIN,B,PA,PZ,VIDUA,ORIENTALIS,INTERJECTA,VIDUA,INTERJECTA,BIRD
VIKU,B,PS,PS,VINI,KUHLII, ,RIMATARA,LORIKEET,BIRD
VILA,B,PA,PZ,VIDUA,LARVATICOLA, ,BAKO,INDIGOBIRD,BIRD
VIMA,B,PA,PZ,VIDUA,MACROURA, ,PIN-TAILED,WHYDAH,BIRD
VIMO,B,PA,VI,VIREO,MODESTUS,,JAMAICAN,VIREO,BIRD
VIN?,B,PS,PS,VINI,SPECIES, , ,LORIKEET,BIRD
VINP,B,PS,PS,VINI,PERUVIANA, ,BLUE,LORIKEET,BIRD
VIOB,B,PA,PZ,VIDUA,OBTUSA,,BROAD-TL PARADISE,WHYDAH,BIRD
VIOS,B,PA,VI,VIREO,OSBURNI,,BLUE MOUNTAIN,VIREO,BIRD
VIPA,B,PA,PZ,VIDUA,ORIENTALIS, ,NORTHERN PARADISE,WHYDAH,BIRD
VIPA,B,PA,PZ,VIDUA,PARADISAEA,ORIENTALIS,VIDUA,ORIENTALIS,BIRD
VIPA,B,PA,PZ,STEGANURA,ORIENTALIS,,VIDUA,ORIENTALIS,BIRD
VIPU,B,PA,PZ,VIDUA,PURPURASCENS,,DUSKY,INDIGOBIRD,BIRD
VIR?,B,PA,VI,VIREO,SPECIES,,,VIREO,BIRD
VIRA,B,GR,RA,RALLUS,LIMICOLA, ,VIRGINIA,RAIL,BIRD
VIRE,B,PA,PZ,VIDUA,REGIA,,QUEEN,WHYDAH,BIRD
VIST,B,PS,PS,VINI,STEPHENI, ,HENDERSON,LORIKEET,BIRD
VITO,B,PA,PZ,VIDUA,TOGOENSIS, ,TOGO PARADISE,WHYDAH,BIRD
VITO,B,PA,PZ,VIDUA,ORIENTALIS,TOGOENSIS,VIDUA,TOGOENSIS,BIRD
VIUL,B,PS,PS,VINI,ULTRAMARINA, ,ULTRAMARINE,LORIKEET,BIRD
VIWA,B,PA,EM,VERMIVORA,VIRGINIAE, ,VIRGINIA'S,WARBLER,BIRD
VIWI,B,PA,PZ,VIDUA,WILSONI, ,WILSON'S,INDIGOBIRD,BIRD
VIWI,B,PA,PZ,VIDUA,INCOGNITA,,VIDUA,WILSONI,BIRD
VIWI,B,PA,PZ,VIDUA,LORENZI,,VIDUA,WILSONI,BIRD
VIWI,B,PA,PZ,HYPOCHERA,WILSONI,,VIDUA,WILSONI,BIRD
VIWI,B,PA,PZ,VIDUA,CAMERUNENSIS,,VIDUA,WILSONI,BIRD
VNI?,B,PF,PA,VENILIORNIS,SPECIES,,,WOODPECKER,BIRD
VOJA,B,PA,EM,VOLATINIA,JACARINA,,BLUE-BLACK,GRASS-QUIT,BIRD
VRAN,B,PA,PZ,VIDUA,RARICOLA, ,JAMBANDU,INDIGOBIRD,BIRD
VUGR,B,FA,CT,VULTUR,GRYPHUS, ,ANDEAN,CONDOR,BIRD
WAB?,B,PA,ML,ANTHOCHAERA,SPECIES,,,WATTLEBIRD,BIRD
WAPI,B,PA,MO,ANTHUS,SPINOLETTA, ,WATER,PIPIT,BIRD
WATA,B,CR,SO,HETEROSCELUS,INCANUS, ,WANDERING,TATTLER,BIRD
WAVI,B,PA,VI,VIREO,GILVUS, ,WARBLING,VIREO,BIRD
WBNU,B,PA,SI,SITTA,CAROLINENSIS, ,WHITE-BREASTED,NUTHATCH,BIRD
WCAL,B,PC,DI,DIOMEDEA,CAUTA, ,WHITE-CAPPED,ALBATROSS,BIRD
WCFL,B,PA,TD,MYIARCHUS,TYRANNULUS, ,BROWN-CRESTED,FLYCATCHER,BIRD
